"Titolo","Codice","Tipo","Volume","Autore (Cognome, Nome)","Autore (Cognome, Nome) copy","Autore (Cognome, Nome) copy copy","Anno di pubblicazione","Luogo","Editore","Tags","Fondo","Fondo (from Fondo)","pdf","Immagine","Collocazione","Disclaimer"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZL","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119609/A02.8.TUA.1.ZZL_oiv4rl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZM","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119829/A02.8.TUA.1.ZZM_sdvtoa.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZN","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119826/A02.8.TUA.1.ZZN_lkuaye.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZO","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119616/A02.8.TUA.1.ZZO_w7m8zu.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZP","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119614/A02.8.TUA.1.ZZP_ucvvma.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZQ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119863/A02.8.TUA.1.ZZQ_kd6kpo.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZR","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119847/A02.8.TUA.1.ZZR_od3jne.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Candidata Sindaca Cristina Ambrosini durante un evento pubblico","A02.8.TUA.1.ZZS","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119828/A02.8.TUA.1.ZZS_mw9u3b.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sede del PD, disussione sul PGT","A02.8.TUA.1.ZZT","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119615/A02.8.TUA.1.ZZT_hwulus.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZU","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119640/A02.8.TUA.1.ZZU_yqeudg.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZV","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119849/A02.8.TUA.1.ZZV_wuoheo.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZW","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119719/A02.8.TUA.1.ZZW_z19e6u.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZX","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119849/A02.8.TUA.1.ZZX_dlivsl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZY","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119630/A02.8.TUA.1.ZZY_gtx5dh.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZZ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119850/A02.8.TUA.1.ZZZ_v6i0wi.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZA","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119630/A02.8.TUA.1.ZZZA_tmnhd8.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZB","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119883/A02.8.TUA.1.ZZZB_eaaunl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZC","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119859/A02.8.TUA.1.ZZZC_vsyzkx.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZD","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119629/A02.8.TUA.1.ZZZD_xny0i7.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZE","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119629/A02.8.TUA.1.ZZZE_ejwom7.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZZF","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119640/A02.8.TUA.1.ZZZF_brebud.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZZG","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119873/A02.8.TUA.1.ZZZG_uqbdia.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZZH","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119657/A02.8.TUA.1.ZZZH_wjlgsh.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZI","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119863/A02.8.TUA.1.ZZZI_z028hp.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZJ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119873/A02.8.TUA.1.ZZZJ_wguxsu.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un evento pubblico","A02.8.TUA.1.ZZZK","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119884/A02.8.TUA.1.ZZZK_zqczjm.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZZL","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119678/A02.8.TUA.1.ZZZL_slrui4.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZZM","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119653/A02.8.TUA.1.ZZZM_pccxrd.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZZN","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119874/A02.8.TUA.1.ZZZN_yksu1h.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZZO","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119875/A02.8.TUA.1.ZZZO_af9hxv.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Evento con Rosi Bindi","A02.8.TUA.1.ZZZP","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119877/A02.8.TUA.1.ZZZP_bvgitw.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Evento con Rosi Bindi","A02.8.TUA.1.ZZZQ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119644/A02.8.TUA.1.ZZZQ_wgctj2.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Veicolo con poster elettorale","A02.8.TUA.1.ZZZR","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119648/A02.8.TUA.1.ZZZR_prqbtz.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Veicolo con poster elettorale","A02.8.TUA.1.ZZZS","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119664/A02.8.TUA.1.ZZZS_oyiwxs.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Il Panettiere Partigiano","A04.2.GATPAN","Libro autoprodotto","","Gatti, Mirko","","","2023","Caravaggio","AFU Caravaggio","Storia,Resistenza,Caravaggio","Stella","Stella","pdf/stella/03.2.GATPAN.pdf","","Biblioteca",""
"Ciclostilato della Lega Nord di Caravaggio sull'immigrazione","A04.5.ELE.1.A","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","","","s.d.","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1cgswVybBgt1zvFTn9XQU7uL_OAY-7gEW/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Ciclostilato della Lega Nord sulla toponomastica in dialetto","A04.5.ELE.1.B","Materiale elettorale","","Lega Nord - Provincia di Bergamo","","","s.d.","Bergamo","","","Stella","Stella","https://drive.google.com/file/d/1cgswVybBgt1zvFTn9XQU7uL_OAY-7gEW/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Invito della Lega Nord alla Festa della Famiglia Padana","A04.5.ELE.1.C","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","Polisportiva Padana Bergamo","","s.d.","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1-S4hc1v___B7siKdeTkUZ2uee9LDrRHZ/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Ciclostilato della Lega Nord contro i partiti che compongono la minoranza al Comune di Caravaggio","A04.5.ELE.1.D","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","","","2000","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1b8lCkC8sZAS0IJrlZJ0xD-G--dslru29/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Depliant della Lega Nord per le elezioni regionali del 2000","A04.5.ELE.1.E","Materiale elettorale","","Lega Nord - Lombardia","","","2000","Milano","","","Stella","Stella","https://drive.google.com/file/d/1ffF9Fijlrt1NZtbrRoL5YhSvw85dHGwe/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Ciclostilato della Lega Nord sui crimini violenti compiuti da persone con background migratorio","A04.5.ELE.1.F","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","","","2001","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1_uJVN2OaLqxtYO67IYmy0THXHx6wGKeY/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Volantino della Lega Nord per le elezioni politiche del 2001","A04.5.ELE.1.G","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","","","2001","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1gbiwMBPhb666zrNPUMQb845_BwE_tosq/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Depliant della Lega Nord per le elezioni politiche del 2001","A04.5.ELE.1.H","Materiale elettorale","","Lega Nord","","","2001","Milano","","","Stella","Stella","https://drive.google.com/file/d/1ULUGilEVLNG3YXSmApEuuLDfg0BH7Btr/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
"Ciclostilato della Lega Nord contro i Democratici di Sinistra sulla scuola","A04.5.ELE.1.I","Materiale elettorale","","Lega Nord - Sezione di Caravaggio","","","2001","Caravaggio","","","Stella","Stella","https://drive.google.com/file/d/1yo0nsJMXCoSDV9lsh6_XeLTUz3b8NAY3/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone materiali elettorali, fascicolo 1",""
